class,column_name,CPA label,CTA label,table_number,fallback_CTA_label
MusicRecording,description,description,Text,128,
MusicRecording,datecreated,dateCreated,"Date, DateTime",102,DateTime
MusicRecording,aggregaterating,aggregateRating,AggregateRating,68,
MusicRecording,aggregaterating:ratingvalue,ratingValue,"Number, Text",63,Number
MusicRecording,image,image,URL,57,
Hotel,name,NONE,Hotel/name,3120,
Hotel,address,address,PostalAddress,2906,
Hotel,address:addresslocality,addressLocality,addressLocality,2135,
Hotel,address:streetaddress,streetAddress,streetAddress,2007,
Hotel,address:addresscountry,addressCountry,Country,1530,
Hotel,address:postalcode,postalCode,postalCode,1421,
Hotel,address:addressregion,addressRegion,addressRegion,1250,
Hotel,address:telephone,telephone,telephone,86,
Hotel,telephone,telephone,telephone,2129,
Hotel,pricerange,priceRange,priceRange,1671,
Hotel,description,description,Text,1635,
Hotel,aggregaterating,aggregateRating,AggregateRating,1369,
Hotel,aggregaterating:ratingvalue,ratingValue,"Number, Text",1308,Number
Hotel,aggregaterating:bestrating,bestRating,"Number, Text",1106,Number
Hotel,aggregaterating:reviewcount,reviewCount,Integer,950,
Hotel,aggregaterating:worstrating,worstRating,"Number, Text",433,Number
Hotel,aggregaterating:ratingcount,ratingCount,Integer,353,
Hotel,geo,geo,"GeoCoordinates, GeoShape",1152,geo
Hotel,geo:latitude,latitude,CoordinateAT,1130,
Hotel,geo:longitude,longitude,CoordinateAT,1129,
Hotel,starrating,starRating,Rating,771,
Hotel,starrating:ratingvalue,ratingValue,"Number, Text",676,Number
Hotel,starrating:bestrating,bestRating,"Number, Text",69,Number
Hotel,starrating:worstrating,worstRating,"Number, Text",62,Number
Hotel,image,image,URL,529,
Hotel,email,email,email,426,
Hotel,url,url,URL,393,
Hotel,amenityfeature,amenityFeature,LocationFeatureSpecification,315,
Hotel,amenityfeature:name,amenityFeature,LocationFeatureSpecification,241,
Hotel,photo,photo,Photograph,265,
Hotel,availablelanguage,availableLanguage,Language,236,
Hotel,availablelanguage:name,availableLanguage,Language,225,
Hotel,faxnumber,faxNumber,faxNumber,188,
Hotel,checkintime,checkInTime,"DateTime, Time",187,
Hotel,checkouttime,checkoutTime,"DateTime, Time",149,
Hotel,review,review,Review,146,
Hotel,review:reviewbody,review,Review,74,
Hotel,paymentaccepted,paymentAccepted,paymentAccepted,138,
Hotel,containsplace,containsPlace,Place,130,
Hotel,containsplace:name,containsPlace,Place,121,
Hotel,location,location,Place,85,
Hotel,location:name,location,Place,61,
Hotel,currenciesaccepted,currenciesAccepted,currency,83,
Hotel,openinghours,openingHours,openingHours,60,
Hotel,brand,brand,Brand,52,
Hotel,makesoffer,makesOffer,Offer,51,
Hotel,petsallowed,petsAllowed,"Boolean, Text",50,Boolean
Hotel,contactpoint,contactPoint,ContactPoint,50,
SportsEvent,name,NONE,SportsEvent/name,1399,
SportsEvent,startdate,startDate,"Date, DateTime",1387,DateTime
SportsEvent,location,location,Place,849,
SportsEvent,location:name,location,Place,790,
SportsEvent,competitor,competitor,SportsTeam,563,
SportsEvent,competitor:name,competitor,SportsTeam,560,
SportsEvent,enddate,endDate,"Date, DateTime",501,DateTime
SportsEvent,description,description,Text,471,
SportsEvent,awayteam,awayTeam,SportsTeam,299,
SportsEvent,awayteam:name,awayTeam,SportsTeam,219,
SportsEvent,hometeam,homeTeam,SportsTeam,299,
SportsEvent,hometeam:name,homeTeam,SportsTeam,219,
SportsEvent,offers,offers,Offer,249,
SportsEvent,offers:pricecurrency,priceCurrency,currency,219,
SportsEvent,offers:availability,availability,ItemAvailability,192,
SportsEvent,offers:validfrom,validFrom,"Date, DateTime",163,DateTime
SportsEvent,offers:price,price,price,133,
SportsEvent,offers:category,category,category,56,
SportsEvent,performer,performer,"Organization, Person",246,Organization
SportsEvent,performer:name,performer,"Organization, Person",187,Organization
SportsEvent,eventstatus,eventStatus,EventStatusType,178,
SportsEvent,url,url,URL,148,
SportsEvent,image,image,URL,97,
SportsEvent,eventattendancemode,eventAttendanceMode,EventAttendanceModeEnumeration,74,
SportsEvent,organizer,organizer,"Organization, Person",69,Organization
SportsEvent,organizer:name,organizer,"Organization, Person",57,Organization
MusicAlbum,name,NONE,MusicAlbum/name,929,
MusicAlbum,track,track,"ItemList, MusicRecording",602,MusicRecording
MusicAlbum,track:name,track,"ItemList, MusicRecording",553,MusicRecording
MusicAlbum,track:duration,duration,Duration,456,
MusicAlbum,track:inalbum,inAlbum,MusicAlbum,414,
MusicAlbum,byartist,byArtist,"MusicGroup, Person",554,MusicArtistAT
MusicAlbum,byartist:name,byArtist,"MusicGroup, Person",379,MusicArtistAT
MusicAlbum,numtracks,numTracks,Integer,545,
MusicAlbum,description,description,Text,194,
MusicAlbum,url,url,URL,166,
MusicAlbum,genre,genre,"Text, URL",136,Text
MusicAlbum,datepublished,datePublished,"Date, DateTime",133,DateTime
MusicAlbum,image,image,URL,96,
MusicAlbum,datecreated,dateCreated,"Date, DateTime",85,DateTime
MusicAlbum,offers,offers,Offer,84,
MusicAlbum,offers:price,price,price,65,
MusicAlbum,publisher,publisher,Organization,59,
TVEpisode,name,NONE,TVEpisode/name,470,
TVEpisode,description,description,Text,341,
TVEpisode,partofseries,partOfSeries,CreativeWorkSeries,301,
TVEpisode,partofseries:name,partOfSeries,CreativeWorkSeries,101,
TVEpisode,url,url,URL,243,
TVEpisode,episodenumber,episodeNumber,"Integer, Text",232,Integer
TVEpisode,duration,duration,Duration,177,
TVEpisode,datepublished,datePublished,"Date, DateTime",158,DateTime
TVEpisode,director,director,Person,157,
TVEpisode,director:name,director,Person,151,
TVEpisode,partofseason,partOfSeason,CreativeWorkSeason,155,
TVEpisode,partofseason:seasonnumber,seasonNumber,"Integer, Text",111,Integer
TVEpisode,aggregaterating,aggregateRating,AggregateRating,60,
TVEpisode,aggregaterating:ratingvalue,ratingValue,"Number, Text",56,Number
TVEpisode,releasedevent,releasedEvent,PublicationEvent,55,
TVEpisode,releasedevent:startdate,startDate,"Date, DateTime",54,DateTime
Museum,name,NONE,Museum/name,181,
Museum,address,address,PostalAddress,180,
Museum,address:addresslocality,addressLocality,addressLocality,125,
Museum,address:streetaddress,streetAddress,streetAddress,117,
Museum,address:postalcode,postalCode,postalCode,115,
Museum,address:addresscountry,addressCountry,Country,93,
Museum,address:addressregion,addressRegion,addressRegion,61,
Museum,telephone,telephone,telephone,160,
Museum,geo,geo,"GeoCoordinates, GeoShape",158,geo
Museum,geo:latitude,latitude,CoordinateAT,158,
Museum,geo:longitude,longitude,CoordinateAT,158,
Museum,description,description,Text,153,
